scopus_id,topic_id_finetuned,topic_label_finetuned,governance_score,region,period,cover_date,country
2-s2.0-85173510172,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2023-01-01,India
2-s2.0-85173251203,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2023-01-01,Finland
2-s2.0-85173086278,21,Trust & Trustworthiness in AI,0.8,Europe,post_chatgpt,2023-01-01,Norway
2-s2.0-85171893358,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2023-01-01,China
2-s2.0-85171872115,15,Predictive Policing & Criminal Justice AI,0.8,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85171656568,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85171627246,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2023-01-01,India
2-s2.0-85171332174,103,"AI Law, Ethics & Human Rights",0.95,Other / Unclassified,post_chatgpt,2023-01-01,Mauritius
2-s2.0-85171259967,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2023-01-01,India
2-s2.0-85169701653,42,AI Accessibility & Disability Inclusion,0.5,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85169477922,114,Generative AI & Creative Ethics,0.65,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85169069368,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2023-01-01,Turkey
2-s2.0-85169028794,17,AI Ethics from Islamic/Religious Perspective,0.5,Europe,post_chatgpt,2023-01-01,Turkey
2-s2.0-85168137942,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2023-01-01,China
2-s2.0-85168085981,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2023-01-01,China
2-s2.0-85167520769,148,Smart City & Urban AI Governance,0.7,Asia-Pacific,post_chatgpt,2023-01-01,Hong Kong
2-s2.0-85167366485,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2023-01-01,Portugal
2-s2.0-85167364084,114,Generative AI & Creative Ethics,0.65,Other / Unclassified,post_chatgpt,2023-01-01,Unknown
2-s2.0-85166579120,148,Smart City & Urban AI Governance,0.7,Europe,post_chatgpt,2023-01-01,United Kingdom
2-s2.0-85166012825,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2023-01-01,Taiwan
2-s2.0-85165370474,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2023-01-01,Nepal
2-s2.0-85164116655,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2023-01-01,United Kingdom
2-s2.0-85163873371,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2023-01-01,UAE
2-s2.0-85163791398,2,AI Cybersecurity & IoT Threats,0.9,North America,post_chatgpt,2023-01-01,Canada
2-s2.0-85163645887,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2023-01-01,Italy
2-s2.0-85163025016,151,AI Governance during COVID-19,0.6,Europe,post_chatgpt,2023-01-01,Spain
2-s2.0-85162839219,114,Generative AI & Creative Ethics,0.65,North America,post_chatgpt,2023-01-01,Canada
2-s2.0-85162792378,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2023-01-01,Malaysia
2-s2.0-85162251647,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,post_chatgpt,2023-01-01,India
2-s2.0-85162075096,24,"AI, Fake News & Disinformation",0.8,Africa & Middle East,post_chatgpt,2023-01-01,South Africa
2-s2.0-85161872579,124,AI Research Landscape (Bibliometrics),0.5,Other / Unclassified,post_chatgpt,2023-01-01,Mauritius
2-s2.0-85161421518,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2023-01-01,Romania
2-s2.0-85160836097,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2023-01-01,China
2-s2.0-85160738417,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2023-01-01,Portugal
2-s2.0-85160691067,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2023-01-01,Czechia
2-s2.0-85160284851,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2023-01-01,Italy
2-s2.0-85160060808,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2023-01-01,Taiwan
2-s2.0-85159892593,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2023-01-01,Germany
2-s2.0-85159882094,34,Autonomous Weapons & Military AI,0.9,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85159860329,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2023-01-01,China
2-s2.0-85159651430,103,"AI Law, Ethics & Human Rights",0.95,Other / Unclassified,post_chatgpt,2023-01-01,Bulgaria
2-s2.0-85159233583,34,Autonomous Weapons & Military AI,0.9,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85159080867,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2023-01-01,Italy
2-s2.0-85158936188,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2023-01-01,Australia
2-s2.0-85158865230,124,AI Research Landscape (Bibliometrics),0.5,Africa & Middle East,post_chatgpt,2023-01-01,Saudi Arabia
2-s2.0-85158113243,31,Algorithmic Fairness & Bias,1.0,Asia-Pacific,post_chatgpt,2023-01-01,Singapore
2-s2.0-85156127365,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85153686741,35,Gender Bias & AI Representation,0.9,Europe,post_chatgpt,2023-01-01,United Kingdom
2-s2.0-85153350508,42,AI Accessibility & Disability Inclusion,0.5,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85153343274,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2023-01-01,Brazil
2-s2.0-85153256566,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2023-01-01,Netherlands
2-s2.0-85153104644,148,Smart City & Urban AI Governance,0.7,Europe,post_chatgpt,2023-01-01,United Kingdom
2-s2.0-85152930879,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2023-01-01,Indonesia
2-s2.0-85152520803,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,post_chatgpt,2023-01-01,India
2-s2.0-85151893011,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85151832205,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2023-01-01,Thailand
2-s2.0-85151524585,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2023-01-01,Egypt
2-s2.0-85151158482,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2023-01-01,Slovakia
2-s2.0-85149371578,124,AI Research Landscape (Bibliometrics),0.5,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85149333979,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2023-01-01,Finland
2-s2.0-85148895455,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2023-01-01,Portugal
2-s2.0-85148675570,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,post_chatgpt,2023-01-01,India
2-s2.0-85148080736,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2023-01-01,Denmark
2-s2.0-85147870486,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2023-01-01,UAE
2-s2.0-85146934086,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2023-01-01,Spain
2-s2.0-85146932019,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2023-01-01,Saudi Arabia
2-s2.0-85146466479,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2023-01-01,India
2-s2.0-85145986693,168,Digital Transformation & AI Adoption,0.55,Europe,post_chatgpt,2023-01-01,Portugal
2-s2.0-85145502740,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2023-01-01,United Kingdom
2-s2.0-85145309864,8,"AI, Journalism & Media",0.7,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85144582446,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2023-01-01,Jordan
2-s2.0-85144519955,129,AI in Public Administration & Governance,0.9,Asia-Pacific,post_chatgpt,2023-01-01,Indonesia
2-s2.0-85144504424,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2023-01-01,France
2-s2.0-85144274963,15,Predictive Policing & Criminal Justice AI,0.8,North America,post_chatgpt,2023-01-01,Canada
2-s2.0-85143407011,181,AI Patent Law & Intellectual Property,0.55,Europe,post_chatgpt,2023-01-01,United Kingdom
2-s2.0-85141945587,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2023-01-01,Japan
2-s2.0-85140098177,177,Explainable AI & Transparency,0.8,Europe,post_chatgpt,2023-01-01,Germany
2-s2.0-85139212406,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2023-01-01,New Zealand
2-s2.0-85137275337,31,Algorithmic Fairness & Bias,1.0,Europe,post_chatgpt,2023-01-01,Germany
2-s2.0-85136463480,15,Predictive Policing & Criminal Justice AI,0.8,Latin America,post_chatgpt,2023-01-01,Brazil
2-s2.0-85134696050,168,Digital Transformation & AI Adoption,0.55,Asia-Pacific,post_chatgpt,2023-01-01,China
2-s2.0-85134563757,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2023-01-01,Spain
2-s2.0-85132673560,31,Algorithmic Fairness & Bias,1.0,Europe,post_chatgpt,2023-01-01,United Kingdom
2-s2.0-85132638575,42,AI Accessibility & Disability Inclusion,0.5,Europe,post_chatgpt,2023-01-01,Turkey
2-s2.0-85131807914,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2023-01-01,South Korea
2-s2.0-85131198597,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2023-01-01,Bangladesh
2-s2.0-85130532768,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85129272536,21,Trust & Trustworthiness in AI,0.8,Asia-Pacific,post_chatgpt,2023-01-01,South Korea
2-s2.0-85126232289,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2023-01-01,Australia
2-s2.0-85124200492,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2023-01-01,Italy
2-s2.0-85122453466,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2023-01-01,Taiwan
2-s2.0-85116567755,8,"AI, Journalism & Media",0.7,Africa & Middle East,post_chatgpt,2023-01-01,South Africa
2-s2.0-85115621235,124,AI Research Landscape (Bibliometrics),0.5,North America,post_chatgpt,2023-01-01,Canada
2-s2.0-85114359101,8,"AI, Journalism & Media",0.7,North America,post_chatgpt,2023-01-01,United States
2-s2.0-85114016623,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,post_chatgpt,2023-01-01,India
2-s2.0-85105443085,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2023-01-01,United Kingdom
2-s2.0-105006634507,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2023-01-01,Germany
2-s2.0-105006486697,34,Autonomous Weapons & Military AI,0.9,Asia-Pacific,post_chatgpt,2023-01-01,Australia
2-s2.0-105000357230,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2023-01-01,Canada
2-s2.0-105026380538,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2022-12-29,Pakistan
2-s2.0-105026370818,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2022-12-29,Pakistan
2-s2.0-85171778380,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-12-19,Denmark
2-s2.0-85145405503,148,Smart City & Urban AI Governance,0.7,Europe,post_chatgpt,2022-12-16,Ireland
2-s2.0-85143987743,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2022-12-13,South Korea
2-s2.0-105008560278,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2022-12-06,Brazil
2-s2.0-105008549256,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2022-12-06,Brazil
2-s2.0-105008539626,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2022-12-06,Brazil
2-s2.0-105008524981,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2022-12-06,Colombia
2-s2.0-85164949913,135,EU AI Regulation & Regulatory Frameworks,1.0,North America,post_chatgpt,2022-12-01,United States
2-s2.0-85164839478,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2022-12-01,Pakistan
2-s2.0-85149692641,24,"AI, Fake News & Disinformation",0.8,Other / Unclassified,post_chatgpt,2022-12-01,Brunei Darussalam
2-s2.0-85146192687,151,AI Governance during COVID-19,0.6,Asia-Pacific,post_chatgpt,2022-12-01,Pakistan
2-s2.0-85145238575,168,Digital Transformation & AI Adoption,0.55,Asia-Pacific,post_chatgpt,2022-12-01,Malaysia
2-s2.0-85145065197,35,Gender Bias & AI Representation,0.9,Europe,post_chatgpt,2022-12-01,Romania
2-s2.0-85144954123,183,UAV & Drone Governance,0.6,Africa & Middle East,post_chatgpt,2022-12-01,Saudi Arabia
2-s2.0-85144596672,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2022-12-01,United Kingdom
2-s2.0-85144254131,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2022-12-01,Italy
2-s2.0-85143790472,17,AI Ethics from Islamic/Religious Perspective,0.5,Other / Unclassified,post_chatgpt,2022-12-01,Unknown
2-s2.0-85143412308,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2022-12-01,United States
2-s2.0-85143225258,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2022-12-01,Nigeria
2-s2.0-85142543156,21,Trust & Trustworthiness in AI,0.8,Europe,post_chatgpt,2022-12-01,Austria
2-s2.0-85142421787,17,AI Ethics from Islamic/Religious Perspective,0.5,Europe,post_chatgpt,2022-12-01,Germany
2-s2.0-85141664767,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2022-12-01,Germany
2-s2.0-85141343234,21,Trust & Trustworthiness in AI,0.8,Asia-Pacific,post_chatgpt,2022-12-01,Australia
2-s2.0-85139788379,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2022-12-01,Egypt
2-s2.0-85139048976,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2022-12-01,United Kingdom
2-s2.0-85138480752,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2022-12-01,China
2-s2.0-85138151738,17,AI Ethics from Islamic/Religious Perspective,0.5,Europe,post_chatgpt,2022-12-01,Italy
2-s2.0-85137029119,151,AI Governance during COVID-19,0.6,North America,post_chatgpt,2022-12-01,United States
2-s2.0-85136963914,17,AI Ethics from Islamic/Religious Perspective,0.5,Europe,post_chatgpt,2022-12-01,Netherlands
2-s2.0-85136515079,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2022-12-01,United States
2-s2.0-85136486359,17,AI Ethics from Islamic/Religious Perspective,0.5,North America,post_chatgpt,2022-12-01,United States
2-s2.0-85136302467,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2022-12-01,United Kingdom
2-s2.0-85135763607,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2022-12-01,United States
2-s2.0-85135560797,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-12-01,Italy
2-s2.0-85135529254,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2022-12-01,France
2-s2.0-85135285933,21,Trust & Trustworthiness in AI,0.8,North America,post_chatgpt,2022-12-01,United States
2-s2.0-85134505920,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2022-12-01,Japan
2-s2.0-85131371314,35,Gender Bias & AI Representation,0.9,Europe,post_chatgpt,2022-12-01,United Kingdom
2-s2.0-85130991686,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2022-12-01,India
2-s2.0-85130322770,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,post_chatgpt,2022-12-01,India
2-s2.0-85130028197,151,AI Governance during COVID-19,0.6,Asia-Pacific,post_chatgpt,2022-12-01,Vietnam
2-s2.0-85129084154,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2022-12-01,Australia
2-s2.0-85127650578,31,Algorithmic Fairness & Bias,1.0,North America,post_chatgpt,2022-12-01,United States
2-s2.0-85123096254,151,AI Governance during COVID-19,0.6,North America,post_chatgpt,2022-12-01,United States
2-s2.0-85117191297,31,Algorithmic Fairness & Bias,1.0,North America,post_chatgpt,2022-12-01,United States
2-s2.0-85116271085,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2022-12-01,Chile
2-s2.0-85110906848,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-12-01,Sweden
2-s2.0-85105482858,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-12-01,Turkey
2-s2.0-85104251243,129,AI in Public Administration & Governance,0.9,North America,post_chatgpt,2022-12-01,United States
2-s2.0-85144011960,114,Generative AI & Creative Ethics,0.65,North America,post_chatgpt,2022-11-30,United States
2-s2.0-85146424663,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2022-11-11,France
2-s2.0-85190100518,135,EU AI Regulation & Regulatory Frameworks,1.0,Latin America,post_chatgpt,2022-11-09,Mexico
2-s2.0-85182175163,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2022-11-01,Iran
2-s2.0-85159905835,24,"AI, Fake News & Disinformation",0.8,Europe,post_chatgpt,2022-11-01,United Kingdom
2-s2.0-85148415951,31,Algorithmic Fairness & Bias,1.0,Europe,post_chatgpt,2022-11-01,France
2-s2.0-85143847376,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2022-11-01,China
2-s2.0-85141475220,2,AI Cybersecurity & IoT Threats,0.9,Latin America,post_chatgpt,2022-11-01,Colombia
2-s2.0-85138644990,35,Gender Bias & AI Representation,0.9,Europe,post_chatgpt,2022-11-01,Germany
2-s2.0-85138088580,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2022-11-01,United Kingdom
2-s2.0-85136272456,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2022-11-01,South Korea
2-s2.0-85139826087,31,Algorithmic Fairness & Bias,1.0,Europe,post_chatgpt,2022-10-14,Germany
2-s2.0-85170076669,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2022-10-12,Iraq
2-s2.0-85151686723,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2022-10-01,United Kingdom
2-s2.0-85144462213,124,AI Research Landscape (Bibliometrics),0.5,North America,post_chatgpt,2022-10-01,Canada
2-s2.0-85142509683,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-10-01,Ukraine
2-s2.0-85139885737,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2022-10-01,Saudi Arabia
2-s2.0-85138225078,114,Generative AI & Creative Ethics,0.65,North America,post_chatgpt,2022-10-01,United States
2-s2.0-85135819388,124,AI Research Landscape (Bibliometrics),0.5,Latin America,post_chatgpt,2022-10-01,Brazil
2-s2.0-85135393345,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2022-10-01,China
2-s2.0-85134734903,135,EU AI Regulation & Regulatory Frameworks,1.0,Asia-Pacific,post_chatgpt,2022-10-01,New Zealand
2-s2.0-85134597407,148,Smart City & Urban AI Governance,0.7,Asia-Pacific,post_chatgpt,2022-10-01,China
2-s2.0-85125070169,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-10-01,Germany
2-s2.0-85112166500,151,AI Governance during COVID-19,0.6,Africa & Middle East,post_chatgpt,2022-10-01,Qatar
2-s2.0-85102392796,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2022-10-01,Belgium
2-s2.0-105002971033,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2022-10-01,Netherlands
2-s2.0-85130495887,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2022-09-13,Belgium
2-s2.0-85143064065,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2022-09-12,Taiwan
2-s2.0-85158080387,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2022-09-01,Portugal
2-s2.0-85144784358,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2022-09-01,Portugal
2-s2.0-85140435675,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2022-09-01,Brazil
2-s2.0-85139194432,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2022-09-01,Canada
2-s2.0-85138674931,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2022-09-01,Taiwan
2-s2.0-85138629660,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2022-09-01,China
2-s2.0-85138621585,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2022-09-01,Australia
2-s2.0-85138526932,2,AI Cybersecurity & IoT Threats,0.9,North America,post_chatgpt,2022-09-01,United States
2-s2.0-85137868928,24,"AI, Fake News & Disinformation",0.8,Europe,post_chatgpt,2022-09-01,Romania
2-s2.0-85137798343,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-09-01,United Kingdom
2-s2.0-85137430982,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2022-09-01,United Kingdom
2-s2.0-85137363700,31,Algorithmic Fairness & Bias,1.0,North America,post_chatgpt,2022-09-01,United States
2-s2.0-85136144429,124,AI Research Landscape (Bibliometrics),0.5,Latin America,post_chatgpt,2022-09-01,Mexico
2-s2.0-85134920746,15,Predictive Policing & Criminal Justice AI,0.8,North America,post_chatgpt,2022-09-01,United States
2-s2.0-85133188538,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2022-09-01,Singapore
2-s2.0-85132770728,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2022-09-01,Saudi Arabia
2-s2.0-85131540272,15,Predictive Policing & Criminal Justice AI,0.8,North America,post_chatgpt,2022-09-01,United States
2-s2.0-85103346067,15,Predictive Policing & Criminal Justice AI,0.8,North America,post_chatgpt,2022-09-01,United States
2-s2.0-85138103610,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2022-08-26,China
2-s2.0-85168475013,2,AI Cybersecurity & IoT Threats,0.9,Asia-Pacific,post_chatgpt,2022-08-08,Malaysia
2-s2.0-85136533259,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2022-08-05,China
2-s2.0-85135852723,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2022-08-04,China
2-s2.0-85210958752,103,"AI Law, Ethics & Human Rights",0.95,Latin America,post_chatgpt,2022-08-01,Argentina
2-s2.0-85148770101,135,EU AI Regulation & Regulatory Frameworks,1.0,Africa & Middle East,post_chatgpt,2022-08-01,Qatar
2-s2.0-85138719521,114,Generative AI & Creative Ethics,0.65,Europe,post_chatgpt,2022-08-01,Switzerland
2-s2.0-85137644637,135,EU AI Regulation & Regulatory Frameworks,1.0,Europe,post_chatgpt,2022-08-01,Spain
2-s2.0-85136794476,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,post_chatgpt,2022-08-01,India
2-s2.0-85136327159,8,"AI, Journalism & Media",0.7,North America,post_chatgpt,2022-08-01,United States
2-s2.0-85134524219,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2022-08-01,China
2-s2.0-85131747640,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-08-01,United Kingdom
2-s2.0-85131634156,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,post_chatgpt,2022-08-01,China
2-s2.0-85122136645,151,AI Governance during COVID-19,0.6,Europe,post_chatgpt,2022-08-01,United Kingdom
2-s2.0-85132114097,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-07-12,Italy
2-s2.0-85147954447,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-07-01,United Kingdom
2-s2.0-85139981059,15,Predictive Policing & Criminal Justice AI,0.8,Latin America,post_chatgpt,2022-07-01,Mexico
2-s2.0-85139437527,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-07-01,Russia
2-s2.0-85139396429,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-07-01,Russia
2-s2.0-85136582585,15,Predictive Policing & Criminal Justice AI,0.8,Europe,post_chatgpt,2022-07-01,Portugal
2-s2.0-85135269440,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2022-07-01,Malaysia
2-s2.0-85135128689,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2022-07-01,Egypt
2-s2.0-85134666133,151,AI Governance during COVID-19,0.6,Asia-Pacific,post_chatgpt,2022-07-01,Indonesia
2-s2.0-85133024756,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2022-07-01,China
2-s2.0-85130326121,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2022-07-01,Italy
2-s2.0-85129275361,2,AI Cybersecurity & IoT Threats,0.9,North America,post_chatgpt,2022-07-01,Canada
2-s2.0-85128839803,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2022-07-01,China
2-s2.0-85128504666,31,Algorithmic Fairness & Bias,1.0,North America,post_chatgpt,2022-07-01,United States
2-s2.0-85127463083,129,AI in Public Administration & Governance,0.9,Asia-Pacific,post_chatgpt,2022-07-01,Australia
2-s2.0-85127161138,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2022-07-01,Nigeria
2-s2.0-85126864088,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2022-07-01,Spain
2-s2.0-85124730522,103,"AI Law, Ethics & Human Rights",0.95,North America,post_chatgpt,2022-07-01,United States
2-s2.0-85124306770,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2022-07-01,France
2-s2.0-85118416460,24,"AI, Fake News & Disinformation",0.8,Europe,post_chatgpt,2022-07-01,United Kingdom
2-s2.0-85133543101,35,Gender Bias & AI Representation,0.9,Europe,post_chatgpt,2022-06-14,Austria
2-s2.0-85120157798,135,EU AI Regulation & Regulatory Frameworks,1.0,Africa & Middle East,post_chatgpt,2022-06-12,Qatar
2-s2.0-85132204831,8,"AI, Journalism & Media",0.7,Europe,post_chatgpt,2022-06-08,Spain
2-s2.0-85165648574,103,"AI Law, Ethics & Human Rights",0.95,Asia-Pacific,post_chatgpt,2022-06-01,China
