scopus_id,topic_id_finetuned,topic_label_finetuned,governance_score,region,period,cover_date,country
2-s2.0-85171760109,102,"Topic0_Sub_102: crop, food, yield, agricultural, plant, agriculture, machine",0.1,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85171667538,-1,,,North America,post_chatgpt,2024-01-01,Canada
2-s2.0-85171665805,-1,,,Europe,post_chatgpt,2024-01-01,France
2-s2.0-85171579016,108,"Topic0_Sub_108: medical, healthcare, health, care, patient, medicine, clinic",0.1,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85171553664,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85171543407,127,"Topic0_Sub_127: urban, lst, heat, uhi, temperature, urban heat, land, therma",0.1,Africa & Middle East,post_chatgpt,2024-01-01,Egypt
2-s2.0-85171333028,13,AI in Cultural Heritage,0.1,Europe,post_chatgpt,2024-01-01,Germany
2-s2.0-85170846281,-1,,,Europe,post_chatgpt,2024-01-01,Switzerland
2-s2.0-85170710503,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,South Korea
2-s2.0-85170708317,32,AI & Blockchain Technology,0.3,Europe,post_chatgpt,2024-01-01,Spain
2-s2.0-85170690171,9,AI in Academic Libraries,0.3,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85170685235,21,Trust & Trustworthiness in AI,0.8,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85170673543,126,"Topic0_Sub_126: landslide, susceptibility, landslide susceptibility, hazard,",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85170558166,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,Europe,post_chatgpt,2024-01-01,Germany
2-s2.0-85170554274,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Australia
2-s2.0-85170549821,15,Predictive Policing & Criminal Justice AI,0.8,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85170434478,4,Sentiment & Emotion Analysis,0.3,Asia-Pacific,post_chatgpt,2024-01-01,Macau
2-s2.0-85170406914,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,Hong Kong
2-s2.0-85170063054,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Hong Kong
2-s2.0-85169916551,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,North America,post_chatgpt,2024-01-01,Canada
2-s2.0-85169916339,8,"AI, Journalism & Media",0.7,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85169887382,120,"Topic0_Sub_120: maintenance, fault, manufacturing, production, industrial, p",0.1,North America,post_chatgpt,2024-01-01,Canada
2-s2.0-85169883720,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85169837265,-1,,,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85169607908,2,AI Cybersecurity & IoT Threats,0.9,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85169327210,8,"AI, Journalism & Media",0.7,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85169101034,151,AI Governance during COVID-19,0.6,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85169097920,34,Autonomous Weapons & Military AI,0.9,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85169076416,111,"Topic0_Sub_111: traffic, crash, road, vehicle, accident, travel, transportat",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85168840106,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85168706810,-1,,,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85168692330,-1,,,Europe,post_chatgpt,2024-01-01,Denmark
2-s2.0-85168691007,14,AI in Music & Creative Arts,0.1,Europe,post_chatgpt,2024-01-01,Turkey
2-s2.0-85168609134,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85168601396,-1,,,Europe,post_chatgpt,2024-01-01,Denmark
2-s2.0-85168579036,6,AI in Sports & Performance,0.0,Europe,post_chatgpt,2024-01-01,Czechia
2-s2.0-85168356132,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Australia
2-s2.0-85168258318,128,"Topic0_Sub_128: supply chain, chain, supply, demand, inventory, forecasting,",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Indonesia
2-s2.0-85168136897,5,Speech & Language Recognition,0.1,Europe,post_chatgpt,2024-01-01,Italy
2-s2.0-85168126566,-1,,,Europe,post_chatgpt,2024-01-01,Denmark
2-s2.0-85167988792,-1,,,Europe,post_chatgpt,2024-01-01,France
2-s2.0-85167894710,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,North America,post_chatgpt,2024-01-01,Canada
2-s2.0-85167886505,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85167836386,-1,,,Europe,post_chatgpt,2024-01-01,Turkey
2-s2.0-85167797799,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85167732460,-1,,,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85167685131,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,Taiwan
2-s2.0-85167509661,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85167404711,-1,,,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85167397817,-1,,,Europe,post_chatgpt,2024-01-01,Czechia
2-s2.0-85166982720,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85166974179,-1,,,Europe,post_chatgpt,2024-01-01,Switzerland
2-s2.0-85166970987,-1,,,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85166957237,-1,,,Europe,post_chatgpt,2024-01-01,Netherlands
2-s2.0-85166954017,125,"Topic0_Sub_125: project, construction, construction project, cost, building,",0.1,Asia-Pacific,post_chatgpt,2024-01-01,South Korea
2-s2.0-85166781946,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85166765743,124,AI Research Landscape (Bibliometrics),0.5,Africa & Middle East,post_chatgpt,2024-01-01,Saudi Arabia
2-s2.0-85166639278,119,"Topic0_Sub_119: depression, anxiety, disorder, treatment, symptom, mental, h",0.1,Europe,post_chatgpt,2024-01-01,Finland
2-s2.0-85166542465,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2024-01-01,Germany
2-s2.0-85165887551,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Singapore
2-s2.0-85165717607,11,AI in Real Estate Valuation,0.2,Africa & Middle East,post_chatgpt,2024-01-01,Jordan
2-s2.0-85165711566,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2024-01-01,Finland
2-s2.0-85165644715,126,"Topic0_Sub_126: landslide, susceptibility, landslide susceptibility, hazard,",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85165593968,-1,,,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85165264114,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85165183489,157,"Topic0_Sub_157: manufacturing, digital twin, twin, industry, digital, robot,",0.1,Europe,post_chatgpt,2024-01-01,Sweden
2-s2.0-85165164604,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85165164148,6,AI in Sports & Performance,0.0,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85164833413,-1,,,Europe,post_chatgpt,2024-01-01,Italy
2-s2.0-85164789631,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,South Korea
2-s2.0-85164727863,-1,,,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85164392497,-1,,,Latin America,post_chatgpt,2024-01-01,Brazil
2-s2.0-85164383056,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2024-01-01,Portugal
2-s2.0-85164366449,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85164151877,3,AI in Tourism & Hospitality,0.1,Asia-Pacific,post_chatgpt,2024-01-01,Australia
2-s2.0-85163372105,121,"Topic0_Sub_121: process, machining, manufacturing, parameter, laser, printin",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Singapore
2-s2.0-85163050523,112,"Topic0_Sub_112: energy, power, solar, building, consumption, electricity, gr",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Vietnam
2-s2.0-85163034509,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85162951258,-1,,,Europe,post_chatgpt,2024-01-01,Spain
2-s2.0-85162686969,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,Australia
2-s2.0-85162634892,103,"AI Law, Ethics & Human Rights",0.95,Africa & Middle East,post_chatgpt,2024-01-01,South Africa
2-s2.0-85162619650,27,AI in Wireless Communications,0.0,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85162111567,-1,,,Europe,post_chatgpt,2024-01-01,Netherlands
2-s2.0-85161971663,108,"Topic0_Sub_108: medical, healthcare, health, care, patient, medicine, clinic",0.1,Europe,post_chatgpt,2024-01-01,Norway
2-s2.0-85161915067,177,Explainable AI & Transparency,0.8,Europe,post_chatgpt,2024-01-01,Austria
2-s2.0-85161908796,111,"Topic0_Sub_111: traffic, crash, road, vehicle, accident, travel, transportat",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85161800413,-1,,,Latin America,post_chatgpt,2024-01-01,Brazil
2-s2.0-85161625547,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85161556037,3,AI in Tourism & Hospitality,0.1,Asia-Pacific,post_chatgpt,2024-01-01,South Korea
2-s2.0-85161523347,142,"Topic0_Sub_142: problem, optimization, algorithm, optimization problem, solu",0.1,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85161511022,113,"Topic0_Sub_113: cancer, breast, breast cancer, tumor, patient, gene, surviva",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85161476931,111,"Topic0_Sub_111: traffic, crash, road, vehicle, accident, travel, transportat",0.1,Europe,post_chatgpt,2024-01-01,Italy
2-s2.0-85161460175,157,"Topic0_Sub_157: manufacturing, digital twin, twin, industry, digital, robot,",0.1,Latin America,post_chatgpt,2024-01-01,Brazil
2-s2.0-85161423038,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2024-01-01,Sweden
2-s2.0-85161412091,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Hong Kong
2-s2.0-85161368567,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85161049037,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85161005463,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2024-01-01,Slovenia
2-s2.0-85160794297,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,Singapore
2-s2.0-85160397351,-1,,,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85160303864,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,Pakistan
2-s2.0-85160222243,3,AI in Tourism & Hospitality,0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85160103952,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Hong Kong
2-s2.0-85159952882,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85159946983,177,Explainable AI & Transparency,0.8,Asia-Pacific,post_chatgpt,2024-01-01,South Korea
2-s2.0-85159797683,110,"Topic0_Sub_110: marketing, consumer, customer, financial, service, banking, ",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85159726555,14,AI in Music & Creative Arts,0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85159680223,109,"Topic0_Sub_109: soil, sup, forest, land, inf, sup sup, vegetation, accuracy,",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85159678075,29,AI in Sleep & Mental Health,0.1,Europe,post_chatgpt,2024-01-01,Austria
2-s2.0-85159563323,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85159379417,140,"Topic0_Sub_140: ship, port, vessel, maritime, container, fuel, fuel consumpt",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Japan
2-s2.0-85159301162,119,"Topic0_Sub_119: depression, anxiety, disorder, treatment, symptom, mental, h",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85158871505,-1,,,Europe,post_chatgpt,2024-01-01,Italy
2-s2.0-85158105426,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2024-01-01,Sweden
2-s2.0-85158099521,140,"Topic0_Sub_140: ship, port, vessel, maritime, container, fuel, fuel consumpt",0.1,Europe,post_chatgpt,2024-01-01,Netherlands
2-s2.0-85158085787,-1,,,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85156152395,-1,,,Europe,post_chatgpt,2024-01-01,Germany
2-s2.0-85156121354,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Africa & Middle East,post_chatgpt,2024-01-01,Iran
2-s2.0-85154061685,128,"Topic0_Sub_128: supply chain, chain, supply, demand, inventory, forecasting,",0.1,North America,post_chatgpt,2024-01-01,Canada
2-s2.0-85153508712,-1,,,Europe,post_chatgpt,2024-01-01,Netherlands
2-s2.0-85153488133,121,"Topic0_Sub_121: process, machining, manufacturing, parameter, laser, printin",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85153344820,157,"Topic0_Sub_157: manufacturing, digital twin, twin, industry, digital, robot,",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85153303549,137,"Topic0_Sub_137: seismic, earthquake, slope, damage, motion, building, slope ",0.1,Latin America,post_chatgpt,2024-01-01,Mexico
2-s2.0-85153179664,11,AI in Real Estate Valuation,0.2,North America,post_chatgpt,2024-01-01,Canada
2-s2.0-85152401666,125,"Topic0_Sub_125: project, construction, construction project, cost, building,",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Australia
2-s2.0-85152393970,-1,,,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85152360965,-1,,,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85152273700,5,Speech & Language Recognition,0.1,North America,post_chatgpt,2024-01-01,Canada
2-s2.0-85152004384,2,AI Cybersecurity & IoT Threats,0.9,Africa & Middle East,post_chatgpt,2024-01-01,Saudi Arabia
2-s2.0-85151537803,103,"AI Law, Ethics & Human Rights",0.95,Europe,post_chatgpt,2024-01-01,Spain
2-s2.0-85151337366,118,"Topic0_Sub_118: concrete, strength, compressive, compressive strength, cemen",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85150977331,-1,,,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85150968581,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Australia
2-s2.0-85150642389,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2024-01-01,Netherlands
2-s2.0-85149815075,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,Taiwan
2-s2.0-85149337208,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Europe,post_chatgpt,2024-01-01,Turkey
2-s2.0-85149015808,138,"Topic0_Sub_138: battery, lithium, vehicle, ion, electric vehicle, electric, ",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85148528554,116,"Topic0_Sub_116: dementia, cognitive, alzheimer, mci, alzheimer disease, dise",0.1,Europe,post_chatgpt,2024-01-01,Turkey
2-s2.0-85148518373,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,North America,post_chatgpt,2024-01-01,Canada
2-s2.0-85148467363,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85148438196,102,"Topic0_Sub_102: crop, food, yield, agricultural, plant, agriculture, machine",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Vietnam
2-s2.0-85148432186,111,"Topic0_Sub_111: traffic, crash, road, vehicle, accident, travel, transportat",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85148375617,35,Gender Bias & AI Representation,0.9,North America,post_chatgpt,2024-01-01,Canada
2-s2.0-85148364635,108,"Topic0_Sub_108: medical, healthcare, health, care, patient, medicine, clinic",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85147753522,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,North America,post_chatgpt,2024-01-01,Canada
2-s2.0-85147696412,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Hong Kong
2-s2.0-85147683356,5,Speech & Language Recognition,0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85147573910,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85147518896,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85147512970,21,Trust & Trustworthiness in AI,0.8,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85147276768,124,AI Research Landscape (Bibliometrics),0.5,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85147233811,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85147228588,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2024-01-01,France
2-s2.0-85147207809,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85147030444,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85146971048,-1,,,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85146886274,7,AI in Neurodevelopmental Diagnosis,0.2,Europe,post_chatgpt,2024-01-01,Italy
2-s2.0-85146767346,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Taiwan
2-s2.0-85146692695,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2024-01-01,France
2-s2.0-85146566256,101,"Topic0_Sub_101: patient, disease, covid, clinical, risk, mortality, heart, d",0.1,Europe,post_chatgpt,2024-01-01,Denmark
2-s2.0-85145894613,-1,,,Europe,post_chatgpt,2024-01-01,Italy
2-s2.0-85145508605,-1,,,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85145504521,-1,,,Europe,post_chatgpt,2024-01-01,Italy
2-s2.0-85144780906,-1,,,Africa & Middle East,post_chatgpt,2024-01-01,Israel
2-s2.0-85144285633,6,AI in Sports & Performance,0.0,Europe,post_chatgpt,2024-01-01,Germany
2-s2.0-85144235599,-1,,,Africa & Middle East,post_chatgpt,2024-01-01,UAE
2-s2.0-85144228755,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Europe,post_chatgpt,2024-01-01,Turkey
2-s2.0-85144202379,102,"Topic0_Sub_102: crop, food, yield, agricultural, plant, agriculture, machine",0.1,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85144170509,4,Sentiment & Emotion Analysis,0.3,North America,post_chatgpt,2024-01-01,Canada
2-s2.0-85144055683,106,"Topic0_Sub_106: green, environmental, energy, esg, sustainable, sustainabili",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85143432947,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85143289163,102,"Topic0_Sub_102: crop, food, yield, agricultural, plant, agriculture, machine",0.1,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85142858413,24,"AI, Fake News & Disinformation",0.8,Asia-Pacific,post_chatgpt,2024-01-01,Taiwan
2-s2.0-85142634436,110,"Topic0_Sub_110: marketing, consumer, customer, financial, service, banking, ",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85142468028,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Europe,post_chatgpt,2024-01-01,Belgium
2-s2.0-85142253414,124,AI Research Landscape (Bibliometrics),0.5,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85141436879,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Europe,post_chatgpt,2024-01-01,Denmark
2-s2.0-85141414304,-1,,,Europe,post_chatgpt,2024-01-01,Italy
2-s2.0-85141405544,-1,,,Europe,post_chatgpt,2024-01-01,Turkey
2-s2.0-85141348267,116,"Topic0_Sub_116: dementia, cognitive, alzheimer, mci, alzheimer disease, dise",0.1,Europe,post_chatgpt,2024-01-01,Germany
2-s2.0-85141076824,-1,,,Europe,post_chatgpt,2024-01-01,Finland
2-s2.0-85140372284,-1,,,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85140003786,168,Digital Transformation & AI Adoption,0.55,Asia-Pacific,post_chatgpt,2024-01-01,South Korea
2-s2.0-85139955676,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85139944118,-1,,,Europe,post_chatgpt,2024-01-01,Italy
2-s2.0-85139857450,-1,,,Europe,post_chatgpt,2024-01-01,Norway
2-s2.0-85139684935,111,"Topic0_Sub_111: traffic, crash, road, vehicle, accident, travel, transportat",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Singapore
2-s2.0-85139497007,-1,,,Africa & Middle East,post_chatgpt,2024-01-01,Iran
2-s2.0-85139191095,-1,,,Other / Unclassified,post_chatgpt,2024-01-01,Mauritius
2-s2.0-85139163221,-1,,,Europe,post_chatgpt,2024-01-01,Switzerland
2-s2.0-85139116835,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85139109724,120,"Topic0_Sub_120: maintenance, fault, manufacturing, production, industrial, p",0.1,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85139088276,-1,,,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85138627832,115,"Topic0_Sub_115: software, machine learning, learning, machine, feature, algo",0.1,Europe,post_chatgpt,2024-01-01,Finland
2-s2.0-85138397692,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85138265193,-1,,,North America,post_chatgpt,2024-01-01,United States
2-s2.0-85137908202,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2024-01-01,Denmark
2-s2.0-85137707812,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85137626395,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85136846898,104,"Topic0_Sub_104: stock, market, financial, return, credit, price, fraud, port",0.1,North America,post_chatgpt,2024-01-01,Canada
2-s2.0-85136512809,-1,,,Africa & Middle East,post_chatgpt,2024-01-01,Saudi Arabia
2-s2.0-85136211127,5,Speech & Language Recognition,0.1,Africa & Middle East,post_chatgpt,2024-01-01,Saudi Arabia
2-s2.0-85135181836,17,AI Ethics from Islamic/Religious Perspective,0.5,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85134687976,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Africa & Middle East,post_chatgpt,2024-01-01,Iran
2-s2.0-85134189454,128,"Topic0_Sub_128: supply chain, chain, supply, demand, inventory, forecasting,",0.1,Asia-Pacific,post_chatgpt,2024-01-01,South Korea
2-s2.0-85134073507,114,Generative AI & Creative Ethics,0.65,Asia-Pacific,post_chatgpt,2024-01-01,Taiwan
2-s2.0-85133912682,-1,,,Latin America,post_chatgpt,2024-01-01,Brazil
2-s2.0-85133830311,116,"Topic0_Sub_116: dementia, cognitive, alzheimer, mci, alzheimer disease, dise",0.1,Asia-Pacific,post_chatgpt,2024-01-01,South Korea
2-s2.0-85133594758,45,AI in Brain Tumour Imaging,0.1,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85132867386,132,"Topic0_Sub_132: nursing, nursing student, nurse, nursing education, student,",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Taiwan
2-s2.0-85132284852,125,"Topic0_Sub_125: project, construction, construction project, cost, building,",0.1,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85131679993,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85130941378,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Malaysia
2-s2.0-85130064180,-1,,,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85130039352,100,"Topic0_Sub_100: student, education, teacher, educational, teaching, learning",0.1,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85129824573,157,"Topic0_Sub_157: manufacturing, digital twin, twin, industry, digital, robot,",0.1,Asia-Pacific,post_chatgpt,2024-01-01,Australia
2-s2.0-85129630802,-1,,,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85129227361,29,AI in Sleep & Mental Health,0.1,Europe,post_chatgpt,2024-01-01,Spain
2-s2.0-85129225501,129,AI in Public Administration & Governance,0.9,Europe,post_chatgpt,2024-01-01,Sweden
2-s2.0-85129176929,-1,,,Europe,post_chatgpt,2024-01-01,Germany
2-s2.0-85128654006,-1,,,Africa & Middle East,post_chatgpt,2024-01-01,South Africa
2-s2.0-85127304118,8,"AI, Journalism & Media",0.7,Asia-Pacific,post_chatgpt,2024-01-01,Hong Kong
2-s2.0-85127226271,106,"Topic0_Sub_106: green, environmental, energy, esg, sustainable, sustainabili",0.1,Asia-Pacific,post_chatgpt,2024-01-01,India
2-s2.0-85126817826,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2024-01-01,Switzerland
2-s2.0-85125255357,-1,,,Europe,post_chatgpt,2024-01-01,United Kingdom
2-s2.0-85125139450,41,AI Patent & Technology Innovation,0.4,Asia-Pacific,post_chatgpt,2024-01-01,China
2-s2.0-85122571123,106,"Topic0_Sub_106: green, environmental, energy, esg, sustainable, sustainabili",0.1,Asia-Pacific,post_chatgpt,2024-01-01,South Korea
2-s2.0-85122570602,105,"Topic0_Sub_105: employee, chain, supply chain, supply, job, organizational, ",0.1,Europe,post_chatgpt,2024-01-01,United Kingdom
